epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,9451.5,1.36793,1.00142,1.05237,0.54817,0.41364,0.44058,0.267,1.32604,0.98676,1.04978,0.007327,0.007327,0.007327
110,9537.76,1.36539,0.9961,1.04893,0.5504,0.41339,0.44094,0.26736,1.32605,0.9858,1.04963,0.00730225,0.00730225,0.00730225
111,9623.25,1.36759,0.99703,1.05236,0.54292,0.41803,0.4415,0.26791,1.32629,0.9855,1.04949,0.0072775,0.0072775,0.0072775
112,9709.3,1.36218,0.99463,1.05011,0.54478,0.41996,0.44219,0.2683,1.32555,0.98481,1.04883,0.00725275,0.00725275,0.00725275
113,9795.18,1.36011,0.99064,1.04663,0.54036,0.42155,0.44248,0.26829,1.32572,0.98412,1.04852,0.007228,0.007228,0.007228
114,9881.89,1.36313,0.99527,1.04866,0.54051,0.42414,0.44281,0.26854,1.32484,0.98362,1.04789,0.00720325,0.00720325,0.00720325
115,9968.76,1.36191,0.98996,1.04929,0.54604,0.42187,0.44253,0.26818,1.32448,0.98304,1.04746,0.0071785,0.0071785,0.0071785
116,10055.5,1.36263,0.98715,1.04886,0.54387,0.424,0.44365,0.26881,1.32379,0.98294,1.04697,0.00715375,0.00715375,0.00715375
117,10142.1,1.36027,0.98622,1.0437,0.5457,0.42384,0.44369,0.26914,1.32348,0.98214,1.04661,0.007129,0.007129,0.007129
118,10228.9,1.36036,0.98419,1.04479,0.54798,0.42453,0.44406,0.26948,1.32313,0.98185,1.04643,0.00710425,0.00710425,0.00710425
119,10316.2,1.3619,0.98558,1.04617,0.5491,0.42464,0.44511,0.27035,1.32293,0.98206,1.04664,0.0070795,0.0070795,0.0070795
120,10402.8,1.35423,0.98025,1.04295,0.54858,0.42648,0.44542,0.27038,1.32301,0.98152,1.04644,0.00705475,0.00705475,0.00705475
121,10489.6,1.35297,0.98143,1.0392,0.5465,0.427,0.44483,0.27013,1.32332,0.9814,1.04637,0.00703,0.00703,0.00703
122,10576.2,1.35112,0.97742,1.04073,0.54375,0.42675,0.4451,0.27065,1.32394,0.98107,1.04639,0.00700525,0.00700525,0.00700525
123,10662.1,1.35431,0.97863,1.04265,0.54618,0.42703,0.44543,0.27092,1.32402,0.98059,1.04624,0.0069805,0.0069805,0.0069805
124,10748.2,1.35024,0.97333,1.0436,0.54949,0.42585,0.44562,0.27103,1.32358,0.97968,1.04594,0.00695575,0.00695575,0.00695575
125,10834,1.35512,0.97571,1.04156,0.55118,0.42594,0.44585,0.27162,1.32327,0.97922,1.04568,0.006931,0.006931,0.006931
126,10920,1.34841,0.97089,1.04185,0.55468,0.42352,0.44616,0.27146,1.3231,0.97878,1.04538,0.00690625,0.00690625,0.00690625
127,11005.7,1.34851,0.97319,1.03928,0.55278,0.42322,0.44593,0.27106,1.32292,0.97894,1.04525,0.0068815,0.0068815,0.0068815
128,11090.9,1.34316,0.96705,1.03639,0.55382,0.42407,0.44565,0.27111,1.3229,0.9787,1.04489,0.00685675,0.00685675,0.00685675
129,11176.5,1.34845,0.96972,1.03823,0.5551,0.42316,0.44548,0.27117,1.32268,0.97768,1.04472,0.006832,0.006832,0.006832
130,11262.5,1.34994,0.97204,1.03778,0.55482,0.42388,0.44549,0.27103,1.32264,0.97733,1.04439,0.00680725,0.00680725,0.00680725
131,11348.7,1.34382,0.96582,1.03574,0.55446,0.42413,0.44517,0.27106,1.32226,0.97709,1.04399,0.0067825,0.0067825,0.0067825
132,11434.7,1.34176,0.96316,1.03713,0.55096,0.42773,0.44569,0.27127,1.32214,0.97679,1.04376,0.00675775,0.00675775,0.00675775
